id,latitude,longitude,location,date,crime_severity
941,28.518708,77.163601,Vasant Kunj,2023-06-17,Medium
942,28.697428,77.143022,Pitampura,2023-03-04,Low
943,28.522555,77.207495,Saket,2023-02-01,High
944,28.568415,77.242144,Lajpat Nagar,2023-08-07,High
945,28.523357,77.206011,Saket,2023-09-29,Low
946,28.735921,77.069055,Rohini,2023-11-10,Low
947,28.566844,77.243527,Lajpat Nagar,2023-06-18,Medium
948,28.738057,77.067232,Rohini,2023-04-11,Medium
949,28.548222,77.19933,Hauz Khas,2023-09-01,Medium
950,28.546036,77.237396,Greater Kailash,2023-04-14,High
951,28.698516,77.140743,Pitampura,2023-09-24,Medium
952,28.52035,77.165264,Vasant Kunj,2023-06-07,Medium
953,28.612121,77.039131,Dwarka,2023-04-27,Low
954,28.655323,77.231528,Chandni Chowk,2023-05-07,High
955,28.657108,77.230722,Chandni Chowk,2023-07-07,Medium
956,28.544851,77.235039,Greater Kailash,2023-02-19,Medium
957,28.550457,77.252466,Nehru Place,2023-09-14,Low
958,28.613803,77.037333,Dwarka,2023-04-21,Medium
959,28.699358,77.141863,Pitampura,2023-09-19,Medium
960,28.547881,77.249389,Nehru Place,2023-08-25,High
961,28.522729,77.207249,Saket,2023-12-29,Low
962,28.549225,77.250782,Nehru Place,2023-09-24,Low
963,28.536535,77.259431,Kalkaji,2023-03-09,Low
964,28.737026,77.067624,Rohini,2023-02-20,Medium
965,28.522446,77.164736,Vasant Kunj,2023-02-08,Low
966,28.535614,77.257807,Kalkaji,2023-03-29,Medium
967,28.544431,77.235087,Greater Kailash,2023-07-11,Medium
968,28.614768,77.038355,Dwarka,2023-07-19,Medium
969,28.600664,77.307822,Mayur Vihar,2023-12-30,Low
970,28.566153,77.243466,Lajpat Nagar,2023-06-11,Medium
971,28.651378,77.189777,Karol Bagh,2023-04-12,Low
972,28.650583,77.192508,Karol Bagh,2023-01-11,Low
973,28.652613,77.189045,Karol Bagh,2023-08-21,Medium
974,28.521048,77.165756,Vasant Kunj,2023-03-22,Low
975,28.738532,77.068848,Rohini,2023-01-26,Medium
976,28.547258,77.234347,Greater Kailash,2023-12-30,Low
977,28.602612,77.308978,Mayur Vihar,2023-01-30,Medium
978,28.522029,77.204675,Saket,2023-12-05,Medium
979,28.613075,77.039387,Dwarka,2023-01-22,Low
980,28.549245,77.251167,Nehru Place,2023-01-18,Low
981,28.518619,77.164703,Vasant Kunj,2023-11-02,Medium
982,28.520145,77.162922,Vasant Kunj,2023-04-03,Medium
983,28.738526,77.066183,Rohini,2023-08-03,High
984,28.611897,77.039364,Dwarka,2023-06-09,High
985,28.521937,77.205285,Saket,2023-04-03,Low
986,28.523822,77.205604,Saket,2023-11-19,High
987,28.61245,77.038179,Dwarka,2023-01-01,Medium
988,28.522313,77.205469,Saket,2023-02-25,Low
989,28.548848,77.199214,Hauz Khas,2023-01-01,High
990,28.521765,77.206546,Saket,2023-08-02,Low
991,28.642146,77.125351,Rajouri Garden,2023-07-04,Medium
992,28.603263,77.306817,Mayur Vihar,2023-01-14,Medium
993,28.632065,77.220752,Connaught Place,2023-06-07,Medium
994,28.520995,77.165464,Vasant Kunj,2023-04-11,Low
995,28.603226,77.307428,Mayur Vihar,2023-07-05,Medium
996,28.645122,77.125284,Rajouri Garden,2023-08-10,Low
997,28.549122,77.252503,Nehru Place,2023-11-07,Low
998,28.547406,77.199603,Hauz Khas,2023-06-24,Low
999,28.63306,77.218163,Connaught Place,2023-07-11,Medium
1000,28.548541,77.251851,Nehru Place,2023-10-29,Medium
1001,28.520103,77.165466,Vasant Kunj,2023-12-14,Low
1002,28.601329,77.30648,Mayur Vihar,2023-12-06,Medium
1003,28.519977,77.164234,Vasant Kunj,2023-02-21,Medium
1004,28.644952,77.121921,Rajouri Garden,2023-12-02,Low
1005,28.548006,77.200452,Hauz Khas,2023-03-17,Medium
1006,28.551015,77.251932,Nehru Place,2023-12-03,Low
1007,28.633313,77.22098,Connaught Place,2023-09-05,Low
1008,28.567029,77.243246,Lajpat Nagar,2023-05-05,Medium
1009,28.54845,77.199726,Hauz Khas,2023-11-20,High
1010,28.545472,77.237243,Greater Kailash,2023-04-24,Medium
1011,28.565665,77.24495,Lajpat Nagar,2023-06-29,Low
1012,28.649937,77.189556,Karol Bagh,2023-06-14,Low
1013,28.548287,77.249962,Nehru Place,2023-02-27,Low
1014,28.634401,77.218547,Connaught Place,2023-09-16,Low
1015,28.521121,77.205072,Saket,2023-11-10,Low
1016,28.54989,77.202026,Hauz Khas,2023-12-10,Low
1017,28.55012,77.251593,Nehru Place,2023-07-07,Medium
1018,28.548328,77.200801,Hauz Khas,2023-08-09,High
1019,28.547543,77.251373,Nehru Place,2023-11-16,Low
1020,28.650104,77.190301,Karol Bagh,2023-06-27,Low
1021,28.657947,77.231972,Chandni Chowk,2023-12-03,Medium
1022,28.631512,77.2216,Connaught Place,2023-01-05,Low
1023,28.657873,77.230678,Chandni Chowk,2023-03-08,High
1024,28.566591,77.243679,Lajpat Nagar,2023-09-25,Medium
1025,28.520767,77.166129,Vasant Kunj,2023-09-30,High
1026,28.602926,77.308433,Mayur Vihar,2023-01-19,Medium
1027,28.657022,77.230554,Chandni Chowk,2023-09-06,Medium
1028,28.69927,77.141058,Pitampura,2023-11-10,Low
1029,28.601384,77.307098,Mayur Vihar,2023-08-27,Medium
1030,28.633753,77.221343,Connaught Place,2023-01-26,High
1031,28.65814,77.231514,Chandni Chowk,2023-12-13,High
1032,28.698799,77.143346,Pitampura,2023-10-21,Low
1033,28.524006,77.205593,Saket,2023-01-26,High
1034,28.649807,77.189393,Karol Bagh,2023-01-13,Medium
1035,28.565379,77.242121,Lajpat Nagar,2023-07-07,High
1036,28.645016,77.123496,Rajouri Garden,2023-10-17,Medium
1037,28.633216,77.218423,Connaught Place,2023-04-04,Low
1038,28.565631,77.243017,Lajpat Nagar,2023-10-08,Low
1039,28.550521,77.251129,Nehru Place,2023-02-24,Medium
1040,28.614662,77.037724,Dwarka,2023-04-30,Medium
1041,28.656217,77.230014,Chandni Chowk,2023-12-06,Medium
1042,28.654515,77.230341,Chandni Chowk,2023-11-21,Low
1043,28.521988,77.206962,Saket,2023-05-12,Low
1044,28.634349,77.218714,Connaught Place,2023-09-08,High
1045,28.537302,77.258104,Kalkaji,2023-04-26,Medium
1046,28.521055,77.16613,Vasant Kunj,2023-01-04,High
1047,28.537761,77.259322,Kalkaji,2023-05-03,Low
1048,28.566013,77.243561,Lajpat Nagar,2023-03-13,Low
1049,28.567816,77.243569,Lajpat Nagar,2023-04-15,High
1050,28.631904,77.218216,Connaught Place,2023-08-07,High
1051,28.631544,77.219195,Connaught Place,2023-02-24,Medium
1052,28.522031,77.208157,Saket,2023-08-15,Low
1053,28.602451,77.306067,Mayur Vihar,2023-07-19,Low
1054,28.538238,77.260412,Kalkaji,2023-10-14,Low
1055,28.522241,77.163545,Vasant Kunj,2023-06-10,Medium
1056,28.697816,77.141133,Pitampura,2023-12-11,Low
1057,28.566401,77.243061,Lajpat Nagar,2023-01-02,Low
1058,28.548421,77.252644,Nehru Place,2023-09-12,Low
1059,28.566625,77.243327,Lajpat Nagar,2023-04-02,Low
1060,28.538925,77.260953,Kalkaji,2023-02-06,Medium
1061,28.700317,77.140598,Pitampura,2023-05-22,Medium
1062,28.601337,77.309759,Mayur Vihar,2023-02-26,Low
1063,28.603841,77.306117,Mayur Vihar,2023-10-27,Medium
1064,28.653244,77.191815,Karol Bagh,2023-01-21,Low
1065,28.535912,77.258325,Kalkaji,2023-05-17,Low
1066,28.549449,77.199693,Hauz Khas,2023-02-08,Medium
1067,28.545308,77.23649,Greater Kailash,2023-11-20,Low
1068,28.650584,77.190996,Karol Bagh,2023-04-01,Low
1069,28.549312,77.250523,Nehru Place,2023-09-01,High
1070,28.656737,77.231502,Chandni Chowk,2023-02-04,Low
1071,28.52254,77.207591,Saket,2023-10-18,Low
1072,28.545882,77.235803,Greater Kailash,2023-09-11,Low
1073,28.69908,77.139891,Pitampura,2023-05-12,Medium
1074,28.568881,77.242084,Lajpat Nagar,2023-12-22,Low
1075,28.522664,77.20644,Saket,2023-02-12,Low
1076,28.565314,77.244609,Lajpat Nagar,2023-01-25,Medium
1077,28.56523,77.242692,Lajpat Nagar,2023-09-06,High
1078,28.601915,77.308442,Mayur Vihar,2023-04-10,High
1079,28.700473,77.14097,Pitampura,2023-07-19,Medium
1080,28.653072,77.191801,Karol Bagh,2023-09-29,Low
1081,28.548375,77.253049,Nehru Place,2023-09-09,High
1082,28.521367,77.207768,Saket,2023-05-30,Medium
1083,28.612394,77.038947,Dwarka,2023-10-21,High
1084,28.566925,77.24512,Lajpat Nagar,2023-12-20,Medium
1085,28.699608,77.141782,Pitampura,2023-09-03,Low
1086,28.649994,77.191276,Karol Bagh,2023-10-09,Medium
1087,28.539313,77.258974,Kalkaji,2023-06-13,Low
1088,28.520836,77.205261,Saket,2023-02-05,Low
1089,28.550411,77.250698,Nehru Place,2023-11-03,Low
1090,28.567645,77.243814,Lajpat Nagar,2023-11-26,Medium
1091,28.51935,77.163085,Vasant Kunj,2023-03-10,High
1092,28.547638,77.252931,Nehru Place,2023-05-11,Medium
1093,28.656042,77.22993,Chandni Chowk,2023-11-26,High
1094,28.550153,77.200849,Hauz Khas,2023-11-04,Low
1095,28.521156,77.206701,Saket,2023-06-16,High
1096,28.60323,77.308478,Mayur Vihar,2023-04-03,Low
1097,28.656484,77.228434,Chandni Chowk,2023-06-25,High
1098,28.546203,77.236335,Greater Kailash,2023-12-10,Medium
1099,28.656823,77.229328,Chandni Chowk,2023-06-28,Medium
1100,28.521363,77.208206,Saket,2023-03-03,Low
1101,28.634234,77.220614,Connaught Place,2023-04-14,Medium
1102,28.5461,77.235753,Greater Kailash,2023-10-06,High
1103,28.53604,77.259376,Kalkaji,2023-05-31,Medium
1104,28.522583,77.205377,Saket,2023-12-09,Medium
1105,28.549501,77.200721,Hauz Khas,2023-09-22,Low
1106,28.52239,77.165761,Vasant Kunj,2023-08-15,Medium
1107,28.53947,77.257533,Kalkaji,2023-02-26,Medium
1108,28.641728,77.123228,Rajouri Garden,2023-01-10,High
1109,28.603723,77.306858,Mayur Vihar,2023-07-24,Medium
1110,28.699376,77.140652,Pitampura,2023-03-06,Low
1111,28.521885,77.163472,Vasant Kunj,2023-01-31,Medium
1112,28.655891,77.230056,Chandni Chowk,2023-04-09,Low
1113,28.519788,77.163337,Vasant Kunj,2023-10-31,Low
1114,28.739128,77.068853,Rohini,2023-08-09,Medium
1115,28.736639,77.067085,Rohini,2023-10-12,Medium
1116,28.652958,77.190722,Karol Bagh,2023-12-17,Medium
1117,28.65684,77.229418,Chandni Chowk,2023-11-22,Low
1118,28.520942,77.206497,Saket,2023-01-18,Low
1119,28.655721,77.231064,Chandni Chowk,2023-01-02,Medium
1120,28.632063,77.21842,Connaught Place,2023-02-16,High
1121,28.611828,77.039706,Dwarka,2023-05-08,High
1122,28.522834,77.207827,Saket,2023-12-01,Medium
1123,28.610963,77.037276,Dwarka,2023-07-07,Low
1124,28.612319,77.039186,Dwarka,2023-12-19,High
1125,28.548002,77.250151,Nehru Place,2023-05-12,Low
1126,28.613372,77.038374,Dwarka,2023-10-15,Low
1127,28.655725,77.231162,Chandni Chowk,2023-11-28,High
1128,28.519551,77.166229,Vasant Kunj,2023-10-12,Medium
1129,28.738121,77.066152,Rohini,2023-01-28,Medium
1130,28.549707,77.20116,Hauz Khas,2023-05-29,Low
1131,28.698412,77.142055,Pitampura,2023-12-11,Low
1132,28.568371,77.243997,Lajpat Nagar,2023-12-11,Low
1133,28.538393,77.258202,Kalkaji,2023-11-12,Low
1134,28.550397,77.198314,Hauz Khas,2023-02-07,Low
1135,28.736164,77.067112,Rohini,2023-03-09,Medium
1136,28.550748,77.198584,Hauz Khas,2023-08-17,Medium
1137,28.521582,77.207032,Saket,2023-02-03,High
1138,28.614028,77.03784,Dwarka,2023-03-08,Medium
1139,28.632348,77.220462,Connaught Place,2023-03-31,Low
1140,28.642529,77.125121,Rajouri Garden,2023-01-22,High
1141,28.699463,77.142419,Pitampura,2023-12-12,Medium
1142,28.539273,77.260872,Kalkaji,2023-10-14,Medium
1143,28.650395,77.19113,Karol Bagh,2023-07-17,High
1144,28.651099,77.190106,Karol Bagh,2023-03-29,Low
1145,28.634445,77.218595,Connaught Place,2023-02-16,Medium
1146,28.613236,77.038368,Dwarka,2023-07-12,Medium
1147,28.547011,77.23709,Greater Kailash,2023-05-28,Medium
1148,28.548415,77.250393,Nehru Place,2023-06-08,Low
1149,28.611484,77.04072,Dwarka,2023-10-25,Low
1150,28.520977,77.165596,Vasant Kunj,2023-02-09,Medium
1151,28.737407,77.065403,Rohini,2023-09-23,Medium
1152,28.738032,77.066136,Rohini,2023-07-08,Low
1153,28.644725,77.123171,Rajouri Garden,2023-10-06,Medium
1154,28.601506,77.309046,Mayur Vihar,2023-09-22,Low
1155,28.539429,77.259045,Kalkaji,2023-06-12,Medium
1156,28.735486,77.067476,Rohini,2023-03-29,Low
1157,28.651951,77.19076,Karol Bagh,2023-03-10,High
1158,28.53637,77.260069,Kalkaji,2023-04-06,Medium
1159,28.698424,77.139631,Pitampura,2023-05-13,Low
1160,28.547368,77.237497,Greater Kailash,2023-02-13,Medium
1161,28.61112,77.037695,Dwarka,2023-07-16,Medium
1162,28.603876,77.308455,Mayur Vihar,2023-08-18,Medium
1163,28.614164,77.040863,Dwarka,2023-09-25,Low
1164,28.519271,77.166095,Vasant Kunj,2023-03-23,Medium
1165,28.612771,77.039866,Dwarka,2023-05-31,Medium
1166,28.547558,77.237789,Greater Kailash,2023-09-11,High
1167,28.652528,77.19127,Karol Bagh,2023-11-12,Low
1168,28.644942,77.123841,Rajouri Garden,2023-05-04,High
1169,28.651123,77.190215,Karol Bagh,2023-03-10,High
1170,28.524122,77.206691,Saket,2023-08-18,Medium
1171,28.602681,77.3087,Mayur Vihar,2023-01-17,Medium
1172,28.654581,77.228553,Chandni Chowk,2023-06-17,Medium
1173,28.697451,77.142768,Pitampura,2023-07-24,Low
1174,28.631701,77.221676,Connaught Place,2023-10-07,Medium
1175,28.735678,77.068038,Rohini,2023-12-05,Low
1176,28.65505,77.229215,Chandni Chowk,2023-07-16,Medium
1177,28.613099,77.040617,Dwarka,2023-05-13,Low
1178,28.654564,77.230304,Chandni Chowk,2023-06-06,Medium
1179,28.547445,77.200755,Hauz Khas,2023-11-25,Medium
1180,28.611466,77.038603,Dwarka,2023-12-23,Low
1181,28.521296,77.163096,Vasant Kunj,2023-09-18,Low
1182,28.653248,77.192316,Karol Bagh,2023-02-17,High
1183,28.651965,77.189295,Karol Bagh,2023-08-21,Low
1184,28.612755,77.039899,Dwarka,2023-07-24,Medium
1185,28.546773,77.235194,Greater Kailash,2023-03-25,Low
1186,28.521647,77.207745,Saket,2023-10-17,Medium
1187,28.612395,77.038752,Dwarka,2023-11-09,Medium
1188,28.523167,77.208178,Saket,2023-11-14,Low
1189,28.655441,77.22821,Chandni Chowk,2023-05-03,Low
1190,28.548784,77.201863,Hauz Khas,2023-04-01,Medium
1191,28.548421,77.251861,Nehru Place,2023-06-11,High
1192,28.655258,77.22981,Chandni Chowk,2023-12-07,High
1193,28.602064,77.308435,Mayur Vihar,2023-09-27,High
1194,28.548699,77.249889,Nehru Place,2023-06-13,Medium
1195,28.656992,77.229907,Chandni Chowk,2023-09-15,Low
1196,28.549284,77.252136,Nehru Place,2023-03-08,Low
1197,28.546467,77.235007,Greater Kailash,2023-05-13,High
1198,28.520563,77.205717,Saket,2023-08-01,High
1199,28.568433,77.244692,Lajpat Nagar,2023-11-11,Medium
1200,28.631799,77.219015,Connaught Place,2023-03-14,Low
1201,28.654369,77.232052,Chandni Chowk,2023-10-09,Medium
1202,28.52024,77.163963,Vasant Kunj,2023-09-19,Low
1203,28.546802,77.236106,Greater Kailash,2023-04-01,Medium
1204,28.698483,77.140035,Pitampura,2023-10-15,Medium
1205,28.651177,77.190691,Karol Bagh,2023-09-22,Low
1206,28.738896,77.066512,Rohini,2023-01-07,Medium
1207,28.523361,77.207815,Saket,2023-10-25,Medium
1208,28.547571,77.237911,Greater Kailash,2023-10-03,Low
1209,28.614675,77.039099,Dwarka,2023-07-28,High
1210,28.536129,77.259371,Kalkaji,2023-09-11,High
1211,28.613977,77.037341,Dwarka,2023-10-29,Low
1212,28.536037,77.260426,Kalkaji,2023-01-03,Low
1213,28.538745,77.259276,Kalkaji,2023-11-11,High
1214,28.614289,77.037977,Dwarka,2023-05-20,Medium
1215,28.523058,77.206097,Saket,2023-05-19,Medium
1216,28.611873,77.040303,Dwarka,2023-09-25,High
1217,28.644802,77.124496,Rajouri Garden,2023-12-23,Medium
1218,28.645624,77.12337,Rajouri Garden,2023-03-25,Medium
1219,28.539242,77.258928,Kalkaji,2023-01-11,Low
1220,28.632622,77.220842,Connaught Place,2023-12-22,Low
1221,28.630956,77.22162,Connaught Place,2023-09-11,Medium
1222,28.521917,77.163044,Vasant Kunj,2023-04-11,Medium
1223,28.614585,77.040969,Dwarka,2023-01-01,Low
1224,28.550094,77.200775,Hauz Khas,2023-05-20,High
1225,28.63452,77.220801,Connaught Place,2023-04-28,Low
1226,28.634777,77.217894,Connaught Place,2023-11-26,Medium
1227,28.600578,77.307592,Mayur Vihar,2023-12-24,Low
1228,28.546654,77.234336,Greater Kailash,2023-04-26,Low
1229,28.567369,77.244443,Lajpat Nagar,2023-07-25,Low
1230,28.737169,77.066259,Rohini,2023-10-08,Low
1231,28.539395,77.258298,Kalkaji,2023-07-17,High
1232,28.698584,77.141932,Pitampura,2023-06-20,Medium
1233,28.519296,77.1631,Vasant Kunj,2023-02-01,Medium
1234,28.536434,77.259858,Kalkaji,2023-06-26,Medium
1235,28.544332,77.234133,Greater Kailash,2023-09-26,Low
1236,28.522801,77.208343,Saket,2023-03-19,High
1237,28.642071,77.124567,Rajouri Garden,2023-01-07,Medium
1238,28.655828,77.231553,Chandni Chowk,2023-07-22,Medium
1239,28.520051,77.163283,Vasant Kunj,2023-04-01,High
1240,28.612316,77.038193,Dwarka,2023-12-22,High
1241,28.522314,77.205446,Saket,2023-05-20,Medium
1242,28.602993,77.307925,Mayur Vihar,2023-03-24,Medium
1243,28.521334,77.205083,Saket,2023-09-13,Low
1244,28.520761,77.208287,Saket,2023-06-07,Low
1245,28.601842,77.307539,Mayur Vihar,2023-06-22,Low
1246,28.603695,77.308725,Mayur Vihar,2023-11-26,Low
1247,28.602136,77.305865,Mayur Vihar,2023-10-17,Medium
1248,28.523203,77.205614,Saket,2023-09-02,Low
1249,28.544757,77.236398,Greater Kailash,2023-02-09,Medium
1250,28.565507,77.242052,Lajpat Nagar,2023-10-28,Medium
1251,28.603355,77.306286,Mayur Vihar,2023-02-19,Medium
1252,28.655349,77.230058,Chandni Chowk,2023-11-15,Low
1253,28.737226,77.068347,Rohini,2023-09-02,Medium
1254,28.738788,77.067788,Rohini,2023-12-17,Medium
1255,28.546781,77.234336,Greater Kailash,2023-03-11,Medium
1256,28.549541,77.198939,Hauz Khas,2023-09-15,Medium
1257,28.545197,77.236107,Greater Kailash,2023-04-28,Low
1258,28.642473,77.125,Rajouri Garden,2023-04-17,Medium
1259,28.524293,77.205664,Saket,2023-04-23,High
1260,28.738566,77.06573,Rohini,2023-09-08,Medium
1261,28.520709,77.164953,Vasant Kunj,2023-08-07,Medium
1262,28.551015,77.202,Hauz Khas,2023-05-13,Low
1263,28.548241,77.25148,Nehru Place,2023-05-11,Medium
1264,28.643396,77.122258,Rajouri Garden,2023-07-05,High
1265,28.566397,77.242476,Lajpat Nagar,2023-10-04,Medium
1266,28.697921,77.143148,Pitampura,2023-05-17,Low
1267,28.651458,77.191394,Karol Bagh,2023-02-10,Low
1268,28.539486,77.26106,Kalkaji,2023-09-26,Medium
1269,28.736362,77.065547,Rohini,2023-05-27,Low
1270,28.550665,77.198452,Hauz Khas,2023-10-06,High
1271,28.644337,77.12579,Rajouri Garden,2023-01-28,Medium
1272,28.656984,77.230241,Chandni Chowk,2023-03-18,Low
1273,28.565808,77.244308,Lajpat Nagar,2023-01-18,High
1274,28.631864,77.220549,Connaught Place,2023-02-08,Low
1275,28.522152,77.206229,Saket,2023-11-24,High
1276,28.538515,77.258464,Kalkaji,2023-02-24,Low
1277,28.538109,77.258311,Kalkaji,2023-09-20,Medium
1278,28.544431,77.236598,Greater Kailash,2023-08-01,High
1279,28.645565,77.122169,Rajouri Garden,2023-03-30,Low
1280,28.698529,77.140706,Pitampura,2023-10-18,Medium
1281,28.520619,77.165359,Vasant Kunj,2023-04-26,Low
1282,28.545694,77.234831,Greater Kailash,2023-07-19,Medium
1283,28.567794,77.242006,Lajpat Nagar,2023-07-09,High
1284,28.54998,77.198887,Hauz Khas,2023-08-29,Medium
1285,28.549494,77.199058,Hauz Khas,2023-08-09,Low
1286,28.633547,77.219723,Connaught Place,2023-07-10,Low
1287,28.633935,77.219941,Connaught Place,2023-09-26,Medium
1288,28.547715,77.23714,Greater Kailash,2023-04-18,Medium
1289,28.547807,77.200789,Hauz Khas,2023-06-09,Medium
1290,28.566931,77.244509,Lajpat Nagar,2023-02-08,Medium
1291,28.550037,77.252135,Nehru Place,2023-09-28,Medium
1292,28.520557,77.207805,Saket,2023-11-10,High
1293,28.521091,77.208511,Saket,2023-12-25,High
1294,28.614753,77.039902,Dwarka,2023-09-20,Medium
1295,28.64404,77.124628,Rajouri Garden,2023-03-02,Low
1296,28.565909,77.243658,Lajpat Nagar,2023-06-20,Low
1297,28.603137,77.309695,Mayur Vihar,2023-12-23,High
1298,28.657087,77.231694,Chandni Chowk,2023-02-21,High
1299,28.519024,77.163108,Vasant Kunj,2023-04-30,Medium
1300,28.536702,77.258619,Kalkaji,2023-09-02,High
1301,28.613757,77.037064,Dwarka,2023-11-10,Medium
1302,28.568692,77.24329,Lajpat Nagar,2023-06-05,Medium
1303,28.537188,77.258275,Kalkaji,2023-11-05,Medium
1304,28.641724,77.123855,Rajouri Garden,2023-09-06,Low
1305,28.657492,77.231406,Chandni Chowk,2023-03-25,Low
1306,28.611811,77.040341,Dwarka,2023-08-21,Low
1307,28.698712,77.140738,Pitampura,2023-10-04,High
1308,28.643627,77.12403,Rajouri Garden,2023-07-13,Low
1309,28.536439,77.259274,Kalkaji,2023-03-30,Low
1310,28.651455,77.19078,Karol Bagh,2023-11-07,Medium
1311,28.738714,77.066391,Rohini,2023-10-17,Medium
1312,28.641738,77.123856,Rajouri Garden,2023-02-19,Low
1313,28.519096,77.164809,Vasant Kunj,2023-08-31,Low
1314,28.602333,77.306108,Mayur Vihar,2023-05-07,Medium
1315,28.612369,77.037469,Dwarka,2023-04-25,Low
1316,28.653143,77.190921,Karol Bagh,2023-05-05,Low
1317,28.602788,77.307668,Mayur Vihar,2023-07-09,Medium
1318,28.632759,77.220809,Connaught Place,2023-07-31,Medium
1319,28.649747,77.18903,Karol Bagh,2023-03-10,Medium
1320,28.550252,77.252299,Nehru Place,2023-01-21,Medium
1321,28.64446,77.122842,Rajouri Garden,2023-10-19,Medium
1322,28.522166,77.163191,Vasant Kunj,2023-01-18,Low
1323,28.522944,77.205163,Saket,2023-01-09,Low
1324,28.522249,77.165636,Vasant Kunj,2023-05-26,Low
1325,28.69839,77.140022,Pitampura,2023-10-01,Low
1326,28.654262,77.230921,Chandni Chowk,2023-05-07,Low
1327,28.641711,77.123733,Rajouri Garden,2023-07-01,Medium
1328,28.657743,77.229991,Chandni Chowk,2023-12-16,Low
1329,28.611077,77.040434,Dwarka,2023-01-06,Medium
1330,28.521521,77.166088,Vasant Kunj,2023-03-19,Medium
1331,28.633524,77.221373,Connaught Place,2023-10-15,High
1332,28.522086,77.205965,Saket,2023-11-25,Medium
1333,28.548399,77.252995,Nehru Place,2023-09-05,Medium
1334,28.545641,77.235275,Greater Kailash,2023-02-26,Low
1335,28.652937,77.19127,Karol Bagh,2023-08-10,Low
1336,28.54778,77.200512,Hauz Khas,2023-09-22,High
1337,28.651836,77.190577,Karol Bagh,2023-03-21,Medium
1338,28.54488,77.235434,Greater Kailash,2023-06-09,Low
1339,28.566259,77.244921,Lajpat Nagar,2023-05-02,Medium
1340,28.539578,77.258421,Kalkaji,2023-10-09,Medium
1341,28.644472,77.124164,Rajouri Garden,2023-08-09,Medium
1342,28.600802,77.307364,Mayur Vihar,2023-12-03,Low
1343,28.652947,77.19137,Karol Bagh,2023-06-25,Low
1344,28.520496,77.165978,Vasant Kunj,2023-11-14,Low
1345,28.644944,77.121982,Rajouri Garden,2023-03-17,Low
1346,28.550574,77.198611,Hauz Khas,2023-06-17,Medium
1347,28.649712,77.192329,Karol Bagh,2023-05-17,Low
1348,28.549197,77.20063,Hauz Khas,2023-11-18,Low
1349,28.518872,77.165878,Vasant Kunj,2023-06-30,Medium
1350,28.63419,77.219032,Connaught Place,2023-02-14,Medium
1351,28.539183,77.258315,Kalkaji,2023-07-09,Medium
1352,28.524165,77.206538,Saket,2023-10-07,Medium
1353,28.520221,77.165297,Vasant Kunj,2023-12-14,Low
1354,28.547479,77.201435,Hauz Khas,2023-06-17,Medium
1355,28.735447,77.068676,Rohini,2023-02-06,Low
1356,28.643942,77.123072,Rajouri Garden,2023-05-14,Low
1357,28.519298,77.165493,Vasant Kunj,2023-01-12,Medium
1358,28.654914,77.228432,Chandni Chowk,2023-10-20,Low
1359,28.544386,77.234423,Greater Kailash,2023-02-01,Low
1360,28.546647,77.234342,Greater Kailash,2023-04-07,Low
1361,28.601751,77.308822,Mayur Vihar,2023-08-29,Medium
1362,28.548419,77.201568,Hauz Khas,2023-03-10,Low
1363,28.53567,77.260928,Kalkaji,2023-11-15,High
1364,28.612845,77.039519,Dwarka,2023-12-21,Medium
1365,28.548526,77.252474,Nehru Place,2023-03-29,Medium
1366,28.603514,77.308586,Mayur Vihar,2023-10-09,Low
1367,28.519367,77.166079,Vasant Kunj,2023-09-10,Low
1368,28.548826,77.25105,Nehru Place,2023-07-04,Medium
1369,28.634244,77.220836,Connaught Place,2023-08-16,High
1370,28.521642,77.206141,Saket,2023-03-02,Medium
1371,28.611035,77.03961,Dwarka,2023-06-17,High
1372,28.535921,77.259236,Kalkaji,2023-04-23,Medium
1373,28.545361,77.235941,Greater Kailash,2023-06-02,Medium
1374,28.549335,77.201728,Hauz Khas,2023-05-13,Low
1375,28.549669,77.25263,Nehru Place,2023-12-21,Low
1376,28.568606,77.243012,Lajpat Nagar,2023-12-09,Low
1377,28.547658,77.251846,Nehru Place,2023-04-27,Low
1378,28.63354,77.218454,Connaught Place,2023-03-28,Medium
1379,28.519174,77.16504,Vasant Kunj,2023-07-02,High
1380,28.651039,77.19101,Karol Bagh,2023-12-04,Low
1381,28.652859,77.189307,Karol Bagh,2023-05-11,Medium
1382,28.520653,77.164688,Vasant Kunj,2023-04-14,Low
1383,28.544989,77.236249,Greater Kailash,2023-03-01,Low
1384,28.601726,77.308696,Mayur Vihar,2023-07-01,High
1385,28.519008,77.162893,Vasant Kunj,2023-03-11,High
1386,28.55109,77.200288,Hauz Khas,2023-10-25,Medium
1387,28.643644,77.124042,Rajouri Garden,2023-01-04,Low
1388,28.655191,77.229956,Chandni Chowk,2023-05-05,Low
1389,28.547108,77.236097,Greater Kailash,2023-01-24,Low
1390,28.653078,77.191033,Karol Bagh,2023-12-17,Low
1391,28.547428,77.251862,Nehru Place,2023-12-27,Medium
1392,28.657694,77.229765,Chandni Chowk,2023-12-02,Low
1393,28.566926,77.245747,Lajpat Nagar,2023-04-08,High
1394,28.735585,77.066937,Rohini,2023-08-22,Low
1395,28.632659,77.220389,Connaught Place,2023-01-09,Medium
1396,28.631286,77.218201,Connaught Place,2023-05-15,Low
1397,28.700502,77.14247,Pitampura,2023-11-11,Low
