Crime Type,Latitude,Longitude,Date,Time,Severity,Crime Description,Victim Age,Police Station,Weather Condition,Time of Day,Incident Reported
Assault,28.731999,76.866769,2021-08-16,14:15,4,Car theft,25,Rohini North Police Station,Fog,Afternoon,Yes
Harassment,28.569371,77.222343,2020-01-21,17:51,1,Public intoxication,33,Connaught Place Police Station,Cloudy,Evening,No
Burglary,28.475394,77.203107,2024-09-17,14:19,4,Domestic violence,52,Rohini North Police Station,Clear,Afternoon,No
Vandalism,28.634378,76.953908,2023-01-09,09:17,3,Domestic violence,34,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Murder,28.620274,76.853659,2023-09-30,01:46,1,Street robbery,35,Kashmere Gate Police Station,Fog,Night,Yes
Murder,28.444452,77.164974,2024-07-02,04:52,1,Car theft,36,Vasant Kunj Police Station,Haze,Night,Yes
Theft,28.650839,77.164321,2020-07-18,16:56,3,Chain snatching,18,Rohini North Police Station,Haze,Afternoon,No
Fraud,28.567566,77.169256,2021-05-14,13:28,1,Shoplifting,38,Rohini North Police Station,Haze,Afternoon,No
Harassment,28.838941,77.28005,2024-05-01,15:54,3,Street robbery,18,Rohini North Police Station,Rain,Afternoon,No
Murder,28.619087,77.193735,2023-12-06,03:18,3,Public intoxication,25,Rohini North Police Station,Rain,Night,No
Murder,28.41423,77.119807,2024-12-17,04:23,5,Car theft,59,Vasant Kunj Police Station,Haze,Night,No
Theft,28.497338,76.955524,2020-12-30,15:35,3,Stolen bike,60,Lajpat Nagar Police Station,Fog,Afternoon,Yes
Assault,28.807642,76.8498,2020-07-02,11:41,3,Cyber fraud,31,Dwarka Sector 10 Police Station,Clear,Morning,Yes
Theft,28.551542,76.844599,2022-03-21,17:57,4,Cyber fraud,33,Connaught Place Police Station,Cloudy,Evening,Yes
Assault,28.886653,77.103507,2023-11-01,07:19,3,Shoplifting,57,Lajpat Nagar Police Station,Rain,Morning,Yes
Robbery,28.520585,77.203023,2021-12-03,11:50,5,Street robbery,37,Kashmere Gate Police Station,Rain,Morning,Yes
Harassment,28.84538,77.173839,2024-05-21,22:30,2,Chain snatching,22,Connaught Place Police Station,Rain,Night,No
Assault,28.635659,76.802684,2021-11-09,13:33,3,Domestic violence,39,Dwarka Sector 10 Police Station,Fog,Afternoon,Yes
Assault,28.510281,77.00814,2020-09-29,11:53,3,Cyber fraud,58,Lajpat Nagar Police Station,Rain,Morning,No
Fraud,28.559784,77.034474,2023-03-14,18:21,3,Stolen bike,30,Dwarka Sector 10 Police Station,Cloudy,Evening,No
Assault,28.424697,77.236608,2020-05-08,13:18,1,Public intoxication,37,Vasant Kunj Police Station,Rain,Afternoon,No
Burglary,28.504966,76.943709,2024-09-26,11:34,4,Car theft,29,Dwarka Sector 10 Police Station,Rain,Morning,No
Fraud,28.449286,76.953296,2024-06-14,18:59,5,Public intoxication,37,Vasant Kunj Police Station,Fog,Evening,No
Theft,28.810576,77.159441,2023-05-02,21:27,3,Domestic violence,43,Lajpat Nagar Police Station,Rain,Night,Yes
Fraud,28.606418,77.062668,2022-01-13,13:44,4,Stolen bike,59,Connaught Place Police Station,Haze,Afternoon,No
Murder,28.781207,77.274628,2024-03-30,05:37,2,Car theft,46,Kashmere Gate Police Station,Clear,Morning,Yes
Assault,28.573413,76.945204,2020-11-08,15:18,5,Domestic violence,18,Connaught Place Police Station,Clear,Afternoon,Yes
Harassment,28.858572,77.209299,2022-04-05,18:33,5,Car theft,31,Kashmere Gate Police Station,Fog,Evening,Yes
Murder,28.474013,77.087748,2021-09-03,09:52,3,Street robbery,19,Vasant Kunj Police Station,Cloudy,Morning,No
Burglary,28.774571,76.834064,2021-11-10,18:28,2,Chain snatching,33,Lajpat Nagar Police Station,Haze,Evening,Yes
Assault,28.788694,77.246662,2022-01-30,13:34,3,Public intoxication,55,Rohini North Police Station,Cloudy,Afternoon,Yes
Fraud,28.817474,77.158902,2020-09-24,00:42,4,Car theft,38,Dwarka Sector 10 Police Station,Cloudy,Night,No
Theft,28.753025,76.930106,2022-07-27,04:57,1,Chain snatching,24,Lajpat Nagar Police Station,Cloudy,Night,No
Vandalism,28.46838,77.154994,2020-05-03,01:02,3,Shoplifting,31,Connaught Place Police Station,Haze,Night,No
Theft,28.650197,76.905742,2024-07-22,08:01,1,Cyber fraud,45,Dwarka Sector 10 Police Station,Fog,Morning,Yes
Robbery,28.705829,76.955182,2024-03-27,02:04,5,Shoplifting,42,Kashmere Gate Police Station,Haze,Night,Yes
Burglary,28.814285,76.905524,2021-10-22,15:12,2,Chain snatching,45,Rohini North Police Station,Fog,Afternoon,No
Harassment,28.480194,77.04017,2020-09-04,22:27,5,Street robbery,27,Lajpat Nagar Police Station,Clear,Night,Yes
Burglary,28.412842,77.043174,2024-01-14,00:45,3,Car theft,37,Kashmere Gate Police Station,Cloudy,Night,Yes
Murder,28.848228,77.179799,2023-02-22,01:06,1,Public intoxication,36,Connaught Place Police Station,Clear,Night,No
Theft,28.43051,77.070085,2021-12-05,09:28,4,Cyber fraud,51,Dwarka Sector 10 Police Station,Cloudy,Morning,No
Assault,28.873166,76.985613,2021-03-20,11:25,3,Public intoxication,18,Kashmere Gate Police Station,Haze,Morning,No
Assault,28.641224,77.192125,2022-03-25,09:51,4,Cyber fraud,54,Connaught Place Police Station,Clear,Morning,No
Assault,28.757723,76.865314,2021-04-18,18:20,1,Public intoxication,31,Vasant Kunj Police Station,Cloudy,Evening,No
Theft,28.676796,77.279266,2023-03-07,16:54,4,Car theft,40,Vasant Kunj Police Station,Clear,Afternoon,No
Harassment,28.546638,76.896963,2020-04-09,10:01,5,Public intoxication,46,Lajpat Nagar Police Station,Clear,Morning,Yes
Theft,28.565439,77.096732,2022-12-15,15:04,5,Car theft,59,Kashmere Gate Police Station,Fog,Afternoon,No
Fraud,28.79312,76.94189,2024-09-12,18:29,3,Cyber fraud,44,Connaught Place Police Station,Rain,Evening,No
Fraud,28.644365,76.960884,2021-05-22,16:31,1,Public intoxication,41,Rohini North Police Station,Haze,Afternoon,No
Assault,28.823676,77.110423,2020-06-11,11:47,4,Car theft,56,Dwarka Sector 10 Police Station,Fog,Morning,No
Robbery,28.647759,76.801752,2021-12-09,23:44,1,Domestic violence,19,Vasant Kunj Police Station,Fog,Night,Yes
Assault,28.463688,76.819168,2022-06-14,16:50,1,Domestic violence,43,Connaught Place Police Station,Haze,Afternoon,Yes
Harassment,28.451396,77.064254,2023-08-08,02:20,3,Cyber fraud,31,Vasant Kunj Police Station,Clear,Night,No
Murder,28.457524,77.281885,2020-03-30,10:40,2,Shoplifting,55,Rohini North Police Station,Rain,Morning,Yes
Fraud,28.591967,77.233867,2021-09-04,02:43,4,Street robbery,38,Dwarka Sector 10 Police Station,Fog,Night,Yes
Vandalism,28.78872,76.899326,2023-10-31,15:26,1,Domestic violence,30,Vasant Kunj Police Station,Rain,Afternoon,Yes
Fraud,28.86394,77.037148,2020-07-27,15:23,2,Shoplifting,25,Vasant Kunj Police Station,Fog,Afternoon,No
Fraud,28.77847,76.96056,2020-03-31,07:32,5,Street robbery,48,Connaught Place Police Station,Cloudy,Morning,Yes
Fraud,28.880081,77.063139,2020-04-07,09:35,4,Shoplifting,55,Rohini North Police Station,Rain,Morning,Yes
Burglary,28.456949,76.832428,2023-12-16,07:53,1,Car theft,30,Connaught Place Police Station,Haze,Morning,No
Murder,28.760564,76.94389,2022-08-30,18:50,4,Street robbery,32,Lajpat Nagar Police Station,Haze,Evening,No
Harassment,28.78928,76.807451,2020-12-02,20:15,2,Shoplifting,34,Connaught Place Police Station,Fog,Night,Yes
Harassment,28.470666,77.096001,2022-06-11,14:30,2,Street robbery,43,Vasant Kunj Police Station,Cloudy,Afternoon,Yes
Assault,28.545483,77.279401,2020-07-26,16:41,2,Chain snatching,46,Dwarka Sector 10 Police Station,Haze,Afternoon,Yes
Burglary,28.766972,76.986602,2021-04-15,04:15,5,Car theft,52,Connaught Place Police Station,Cloudy,Night,Yes
Harassment,28.719004,77.234382,2021-09-05,02:29,2,Car theft,20,Lajpat Nagar Police Station,Rain,Night,Yes
Harassment,28.819115,76.888111,2021-07-12,09:01,1,Stolen bike,47,Connaught Place Police Station,Haze,Morning,Yes
Burglary,28.469461,76.891597,2020-11-21,19:00,1,Domestic violence,28,Lajpat Nagar Police Station,Clear,Evening,No
Assault,28.700896,77.090789,2024-12-21,20:27,1,Domestic violence,24,Vasant Kunj Police Station,Rain,Night,Yes
Harassment,28.66712,77.172827,2024-10-26,23:15,2,Domestic violence,57,Kashmere Gate Police Station,Clear,Night,No
Fraud,28.843738,77.182886,2021-09-01,01:15,4,Stolen bike,41,Connaught Place Police Station,Cloudy,Night,No
Burglary,28.633604,76.960903,2023-11-14,06:17,5,Public intoxication,55,Connaught Place Police Station,Haze,Morning,No
Theft,28.582299,77.005311,2023-06-15,08:00,5,Car theft,40,Rohini North Police Station,Clear,Morning,Yes
Harassment,28.830682,77.213537,2024-03-11,00:35,1,Domestic violence,42,Dwarka Sector 10 Police Station,Rain,Night,Yes
Assault,28.423321,76.804092,2023-11-29,23:11,3,Chain snatching,59,Vasant Kunj Police Station,Rain,Night,Yes
Fraud,28.660381,77.251826,2022-12-09,02:40,2,Cyber fraud,26,Lajpat Nagar Police Station,Rain,Night,No
Murder,28.827054,77.082234,2023-11-26,22:31,4,Stolen bike,25,Lajpat Nagar Police Station,Haze,Night,Yes
Robbery,28.604449,77.043135,2020-01-23,22:09,2,Stolen bike,55,Vasant Kunj Police Station,Cloudy,Night,Yes
Fraud,28.629612,76.959191,2021-09-18,03:33,3,Shoplifting,55,Lajpat Nagar Police Station,Haze,Night,Yes
Robbery,28.647959,76.965356,2020-06-19,20:11,2,Shoplifting,52,Lajpat Nagar Police Station,Rain,Night,Yes
Murder,28.794055,76.889265,2021-03-04,08:04,1,Chain snatching,30,Connaught Place Police Station,Rain,Morning,No
Burglary,28.663654,77.058489,2023-11-28,22:41,2,Public intoxication,33,Dwarka Sector 10 Police Station,Fog,Night,No
Fraud,28.81188,76.985819,2024-02-08,15:19,1,Street robbery,55,Kashmere Gate Police Station,Clear,Afternoon,Yes
Assault,28.89222,77.264105,2023-11-25,18:28,3,Cyber fraud,52,Vasant Kunj Police Station,Cloudy,Evening,No
Vandalism,28.435263,76.911179,2021-11-20,12:27,3,Domestic violence,42,Connaught Place Police Station,Fog,Afternoon,No
Harassment,28.777574,77.182855,2021-03-26,19:46,1,Public intoxication,59,Vasant Kunj Police Station,Clear,Evening,Yes
Fraud,28.447002,76.937194,2022-10-08,04:37,5,Car theft,49,Kashmere Gate Police Station,Clear,Night,Yes
Assault,28.652563,76.959223,2023-04-13,17:57,1,Public intoxication,32,Rohini North Police Station,Haze,Evening,Yes
Burglary,28.848531,77.061353,2023-01-26,17:32,2,Chain snatching,26,Rohini North Police Station,Clear,Evening,Yes
Theft,28.54528,77.076702,2023-03-28,05:17,4,Cyber fraud,48,Kashmere Gate Police Station,Haze,Morning,Yes
Fraud,28.862945,77.183894,2023-05-07,00:26,5,Chain snatching,34,Dwarka Sector 10 Police Station,Rain,Night,No
Robbery,28.881493,76.886115,2020-03-18,20:54,4,Car theft,24,Rohini North Police Station,Fog,Night,No
Burglary,28.675318,76.808866,2023-11-18,01:05,3,Chain snatching,60,Lajpat Nagar Police Station,Haze,Night,No
Vandalism,28.495785,76.888896,2024-12-29,07:29,1,Shoplifting,54,Connaught Place Police Station,Haze,Morning,Yes
Burglary,28.413069,77.136852,2021-12-06,17:26,1,Cyber fraud,58,Dwarka Sector 10 Police Station,Haze,Evening,Yes
Robbery,28.568075,77.105852,2022-04-03,20:06,1,Street robbery,44,Dwarka Sector 10 Police Station,Cloudy,Night,No
Harassment,28.625694,77.270605,2021-05-02,21:39,2,Street robbery,27,Vasant Kunj Police Station,Haze,Night,No
Assault,28.671538,76.929316,2022-04-04,04:30,4,Public intoxication,55,Rohini North Police Station,Rain,Night,Yes
Burglary,28.800458,77.202698,2021-01-02,15:32,1,Public intoxication,33,Connaught Place Police Station,Rain,Afternoon,Yes
Fraud,28.400362,76.97276,2024-12-16,02:26,1,Chain snatching,18,Rohini North Police Station,Fog,Night,No
Theft,28.768164,77.000719,2023-05-21,02:11,3,Shoplifting,21,Dwarka Sector 10 Police Station,Clear,Night,Yes
Harassment,28.715242,77.277958,2021-04-30,02:38,3,Cyber fraud,35,Vasant Kunj Police Station,Fog,Night,Yes
Robbery,28.652698,77.057795,2021-08-30,11:21,5,Street robbery,56,Dwarka Sector 10 Police Station,Haze,Morning,Yes
Robbery,28.849719,77.022615,2024-08-13,10:39,1,Cyber fraud,45,Kashmere Gate Police Station,Fog,Morning,Yes
Vandalism,28.675164,77.187876,2024-06-26,06:24,5,Cyber fraud,35,Rohini North Police Station,Haze,Morning,Yes
Fraud,28.420142,77.155085,2024-07-04,16:41,3,Cyber fraud,41,Kashmere Gate Police Station,Cloudy,Afternoon,No
Burglary,28.657733,77.006069,2024-01-26,06:29,5,Cyber fraud,34,Connaught Place Police Station,Haze,Morning,No
Vandalism,28.443199,76.914167,2021-11-03,11:38,2,Shoplifting,53,Connaught Place Police Station,Clear,Morning,No
Harassment,28.627515,76.834773,2024-10-28,05:31,1,Chain snatching,59,Lajpat Nagar Police Station,Cloudy,Morning,No
Murder,28.703495,76.968935,2023-01-20,08:17,5,Street robbery,36,Vasant Kunj Police Station,Haze,Morning,No
Robbery,28.824411,77.245042,2023-03-06,16:18,5,Stolen bike,50,Connaught Place Police Station,Fog,Afternoon,No
Harassment,28.797385,77.216963,2024-07-31,16:11,2,Public intoxication,54,Lajpat Nagar Police Station,Cloudy,Afternoon,Yes
Theft,28.591092,77.294204,2020-07-17,19:43,4,Chain snatching,52,Lajpat Nagar Police Station,Fog,Evening,Yes
Vandalism,28.447258,77.269461,2022-08-13,06:58,1,Domestic violence,27,Kashmere Gate Police Station,Clear,Morning,No
Fraud,28.719013,77.176894,2023-07-12,08:49,3,Stolen bike,50,Lajpat Nagar Police Station,Haze,Morning,Yes
Assault,28.42096,76.961951,2022-01-09,05:37,1,Cyber fraud,56,Kashmere Gate Police Station,Fog,Morning,Yes
Murder,28.689461,76.88518,2020-06-14,03:30,1,Street robbery,40,Lajpat Nagar Police Station,Rain,Night,Yes
Fraud,28.445139,76.896158,2021-11-25,14:25,5,Shoplifting,32,Lajpat Nagar Police Station,Rain,Afternoon,Yes
Vandalism,28.690927,76.879874,2020-03-22,05:47,2,Stolen bike,21,Lajpat Nagar Police Station,Rain,Morning,Yes
Theft,28.899791,77.174286,2020-04-04,18:26,4,Cyber fraud,54,Kashmere Gate Police Station,Haze,Evening,Yes
Murder,28.537089,77.103291,2022-07-09,22:07,2,Street robbery,60,Lajpat Nagar Police Station,Clear,Night,Yes
Theft,28.580596,77.298419,2024-08-05,06:22,1,Domestic violence,25,Connaught Place Police Station,Cloudy,Morning,No
Vandalism,28.656267,77.260824,2024-02-26,04:21,2,Domestic violence,57,Connaught Place Police Station,Rain,Night,No
Theft,28.541183,77.154044,2021-09-08,12:18,3,Stolen bike,24,Connaught Place Police Station,Clear,Afternoon,No
Harassment,28.499535,77.253513,2024-12-23,00:21,4,Chain snatching,46,Vasant Kunj Police Station,Fog,Night,Yes
Burglary,28.552407,76.83995,2021-03-03,13:23,5,Cyber fraud,18,Lajpat Nagar Police Station,Haze,Afternoon,No
Theft,28.697009,77.143801,2024-05-16,12:32,1,Cyber fraud,27,Kashmere Gate Police Station,Haze,Afternoon,No
Harassment,28.802678,77.007583,2022-03-13,06:57,3,Street robbery,57,Vasant Kunj Police Station,Clear,Morning,No
Vandalism,28.49035,77.248702,2024-03-30,10:14,5,Car theft,24,Lajpat Nagar Police Station,Cloudy,Morning,No
Fraud,28.712431,76.826384,2021-05-26,06:41,1,Domestic violence,54,Kashmere Gate Police Station,Haze,Morning,No
Vandalism,28.59001,77.071905,2024-01-10,10:58,2,Car theft,23,Kashmere Gate Police Station,Rain,Morning,No
Murder,28.450087,76.994584,2022-05-10,19:42,5,Cyber fraud,27,Rohini North Police Station,Cloudy,Evening,No
Fraud,28.876646,77.085495,2021-08-08,20:33,1,Car theft,27,Kashmere Gate Police Station,Cloudy,Night,No
Vandalism,28.618929,76.842017,2023-04-07,18:34,5,Domestic violence,43,Kashmere Gate Police Station,Cloudy,Evening,No
Murder,28.525863,77.170469,2020-11-02,11:52,5,Public intoxication,25,Vasant Kunj Police Station,Rain,Morning,No
Fraud,28.43068,77.245231,2021-11-11,21:21,5,Shoplifting,31,Vasant Kunj Police Station,Rain,Night,Yes
Assault,28.403656,76.971687,2021-05-25,12:52,3,Street robbery,37,Dwarka Sector 10 Police Station,Fog,Afternoon,No
Murder,28.569283,77.281007,2024-10-29,07:39,3,Public intoxication,19,Dwarka Sector 10 Police Station,Haze,Morning,No
Robbery,28.584077,77.294463,2020-02-21,17:38,5,Cyber fraud,26,Vasant Kunj Police Station,Rain,Evening,Yes
Robbery,28.573594,76.83592,2021-02-08,17:33,2,Stolen bike,53,Vasant Kunj Police Station,Fog,Evening,No
Assault,28.483582,77.197547,2024-12-09,01:35,5,Car theft,56,Lajpat Nagar Police Station,Rain,Night,Yes
Fraud,28.463424,77.192235,2021-01-26,10:40,4,Shoplifting,59,Rohini North Police Station,Haze,Morning,Yes
Murder,28.435999,76.827454,2023-09-11,08:27,5,Public intoxication,53,Vasant Kunj Police Station,Fog,Morning,Yes
Assault,28.623187,76.817183,2022-03-22,07:11,5,Car theft,49,Dwarka Sector 10 Police Station,Cloudy,Morning,No
Harassment,28.454984,76.820626,2021-05-06,14:40,5,Stolen bike,34,Lajpat Nagar Police Station,Rain,Afternoon,Yes
Burglary,28.480718,77.211256,2024-11-07,20:32,3,Stolen bike,60,Rohini North Police Station,Cloudy,Night,No
Theft,28.767118,77.013728,2023-08-05,02:08,1,Chain snatching,37,Kashmere Gate Police Station,Clear,Night,No
Assault,28.443441,77.131682,2023-09-10,02:59,5,Street robbery,52,Rohini North Police Station,Haze,Night,Yes
Robbery,28.705271,77.108013,2023-12-04,01:43,2,Car theft,60,Kashmere Gate Police Station,Rain,Night,Yes
Murder,28.779496,76.962308,2020-02-05,08:41,5,Cyber fraud,54,Lajpat Nagar Police Station,Cloudy,Morning,No
Robbery,28.464566,76.847748,2022-09-20,18:27,5,Stolen bike,25,Connaught Place Police Station,Rain,Evening,No
Theft,28.811808,77.145352,2021-07-22,20:58,3,Public intoxication,28,Kashmere Gate Police Station,Rain,Night,No
Vandalism,28.811003,77.154596,2020-07-25,04:03,4,Chain snatching,43,Vasant Kunj Police Station,Haze,Night,Yes
Murder,28.400121,77.17996,2021-05-23,03:45,2,Domestic violence,29,Rohini North Police Station,Haze,Night,No
Robbery,28.519177,77.09486,2023-03-16,02:34,3,Public intoxication,24,Vasant Kunj Police Station,Cloudy,Night,No
Vandalism,28.798507,77.17773,2024-12-09,16:26,5,Street robbery,40,Dwarka Sector 10 Police Station,Clear,Afternoon,No
Fraud,28.476394,76.939974,2024-12-14,05:00,5,Shoplifting,49,Lajpat Nagar Police Station,Clear,Morning,No
Vandalism,28.507076,76.987228,2024-02-05,09:09,4,Cyber fraud,55,Vasant Kunj Police Station,Fog,Morning,No
Fraud,28.750734,77.16927,2023-11-07,06:32,3,Chain snatching,59,Vasant Kunj Police Station,Rain,Morning,No
Vandalism,28.495815,77.136023,2023-08-29,12:30,3,Domestic violence,26,Kashmere Gate Police Station,Fog,Afternoon,No
Robbery,28.811428,77.131395,2025-01-01,12:56,3,Chain snatching,35,Dwarka Sector 10 Police Station,Clear,Afternoon,Yes
Harassment,28.707708,76.823881,2020-09-27,06:34,3,Street robbery,21,Connaught Place Police Station,Fog,Morning,No
Burglary,28.524718,77.277977,2020-09-30,10:50,3,Cyber fraud,55,Vasant Kunj Police Station,Fog,Morning,No
Theft,28.498945,77.110371,2022-01-31,12:09,1,Shoplifting,58,Lajpat Nagar Police Station,Cloudy,Afternoon,Yes
Robbery,28.510649,77.061007,2020-12-04,01:25,2,Domestic violence,21,Kashmere Gate Police Station,Fog,Night,Yes
Assault,28.497484,76.837172,2022-03-08,21:30,2,Public intoxication,24,Dwarka Sector 10 Police Station,Haze,Night,Yes
Assault,28.657726,76.936155,2020-10-07,10:56,2,Street robbery,20,Rohini North Police Station,Cloudy,Morning,Yes
Harassment,28.61889,77.151704,2024-05-30,11:31,4,Public intoxication,26,Vasant Kunj Police Station,Haze,Morning,No
Theft,28.738667,77.092373,2024-05-16,18:17,4,Public intoxication,18,Vasant Kunj Police Station,Haze,Evening,Yes
Assault,28.681216,76.907087,2023-06-20,06:57,4,Cyber fraud,18,Kashmere Gate Police Station,Fog,Morning,No
Theft,28.427599,77.2354,2021-03-03,05:41,3,Stolen bike,27,Vasant Kunj Police Station,Fog,Morning,No
Assault,28.445901,77.08175,2022-05-13,00:47,2,Stolen bike,29,Rohini North Police Station,Cloudy,Night,No
Harassment,28.484975,77.120646,2020-10-13,11:11,5,Public intoxication,21,Kashmere Gate Police Station,Rain,Morning,No
Robbery,28.565887,77.160428,2023-08-01,17:51,3,Public intoxication,30,Vasant Kunj Police Station,Rain,Evening,Yes
Robbery,28.750883,77.269181,2021-08-03,08:24,5,Stolen bike,24,Rohini North Police Station,Cloudy,Morning,No
Theft,28.767316,76.983378,2020-12-15,07:50,5,Cyber fraud,19,Kashmere Gate Police Station,Cloudy,Morning,No
Assault,28.797365,76.914072,2023-03-04,19:36,4,Chain snatching,24,Dwarka Sector 10 Police Station,Clear,Evening,No
Fraud,28.635234,76.973845,2022-04-12,03:50,1,Chain snatching,39,Rohini North Police Station,Haze,Night,No
Assault,28.467761,76.965936,2022-02-17,20:15,1,Car theft,39,Vasant Kunj Police Station,Haze,Night,Yes
Murder,28.793106,77.030709,2021-06-08,14:37,4,Chain snatching,60,Rohini North Police Station,Haze,Afternoon,Yes
Murder,28.725769,77.159298,2020-10-31,05:05,2,Domestic violence,24,Dwarka Sector 10 Police Station,Clear,Morning,Yes
Theft,28.481997,77.167254,2020-03-28,16:01,2,Car theft,30,Connaught Place Police Station,Haze,Afternoon,Yes
Assault,28.690189,76.83272,2023-02-07,07:27,2,Stolen bike,45,Kashmere Gate Police Station,Fog,Morning,No
Murder,28.650753,76.900152,2022-07-22,06:28,4,Chain snatching,58,Connaught Place Police Station,Fog,Morning,No
Theft,28.761501,76.898753,2020-04-05,07:02,2,Stolen bike,52,Lajpat Nagar Police Station,Rain,Morning,Yes
Theft,28.488344,77.253183,2020-11-09,22:11,2,Cyber fraud,29,Lajpat Nagar Police Station,Rain,Night,No
Vandalism,28.494157,76.971648,2024-03-01,07:07,4,Domestic violence,43,Lajpat Nagar Police Station,Clear,Morning,No
Harassment,28.706091,76.960678,2022-02-11,14:28,3,Shoplifting,49,Lajpat Nagar Police Station,Cloudy,Afternoon,Yes
Robbery,28.523461,76.934455,2022-08-24,10:57,1,Domestic violence,56,Dwarka Sector 10 Police Station,Cloudy,Morning,No
Fraud,28.622259,77.058317,2021-01-11,17:09,2,Cyber fraud,28,Dwarka Sector 10 Police Station,Clear,Evening,No
Harassment,28.76046,77.033166,2021-05-03,23:40,5,Car theft,44,Lajpat Nagar Police Station,Haze,Night,No
Fraud,28.704267,77.023966,2024-02-20,12:28,3,Car theft,58,Rohini North Police Station,Clear,Afternoon,Yes
Robbery,28.602242,77.254182,2023-08-01,21:59,3,Domestic violence,43,Kashmere Gate Police Station,Clear,Night,Yes
Assault,28.599292,77.274469,2020-02-02,12:07,5,Shoplifting,44,Vasant Kunj Police Station,Haze,Afternoon,No
Robbery,28.82403,77.153231,2021-08-24,14:16,5,Chain snatching,49,Dwarka Sector 10 Police Station,Rain,Afternoon,No
Fraud,28.686512,76.855243,2024-06-21,09:33,5,Street robbery,36,Vasant Kunj Police Station,Clear,Morning,No
Burglary,28.506076,77.08971,2020-04-09,20:46,2,Shoplifting,37,Vasant Kunj Police Station,Clear,Night,Yes
Burglary,28.401302,76.950718,2024-11-06,19:45,1,Public intoxication,24,Dwarka Sector 10 Police Station,Rain,Evening,Yes
Harassment,28.769612,77.038315,2022-03-24,16:35,2,Shoplifting,53,Vasant Kunj Police Station,Clear,Afternoon,Yes
Harassment,28.600242,77.043802,2023-06-27,04:00,4,Shoplifting,30,Kashmere Gate Police Station,Cloudy,Night,Yes
Assault,28.866804,76.824269,2024-01-19,08:07,3,Street robbery,23,Lajpat Nagar Police Station,Fog,Morning,No
Burglary,28.829033,76.857124,2024-03-29,23:17,3,Domestic violence,37,Connaught Place Police Station,Cloudy,Night,Yes
Theft,28.536165,76.935311,2021-03-24,13:21,1,Street robbery,23,Kashmere Gate Police Station,Cloudy,Afternoon,No
Robbery,28.641038,77.234427,2021-12-15,16:27,1,Shoplifting,40,Connaught Place Police Station,Cloudy,Afternoon,Yes
Fraud,28.644938,76.891468,2023-04-13,05:35,3,Cyber fraud,58,Rohini North Police Station,Fog,Morning,No
Burglary,28.469314,77.252012,2024-12-21,11:00,4,Cyber fraud,25,Connaught Place Police Station,Haze,Morning,Yes
Theft,28.797666,76.997622,2023-07-11,03:00,5,Cyber fraud,56,Connaught Place Police Station,Cloudy,Night,Yes
Theft,28.589121,77.107409,2021-11-17,05:43,1,Public intoxication,43,Lajpat Nagar Police Station,Cloudy,Morning,No
Fraud,28.525451,76.820889,2023-01-24,06:02,4,Cyber fraud,37,Dwarka Sector 10 Police Station,Fog,Morning,No
Robbery,28.646806,77.171855,2020-04-24,01:07,1,Cyber fraud,18,Vasant Kunj Police Station,Cloudy,Night,Yes
Burglary,28.560177,76.932444,2023-08-22,19:21,4,Car theft,22,Vasant Kunj Police Station,Cloudy,Evening,No
Robbery,28.654826,77.055249,2023-08-30,06:53,3,Stolen bike,22,Lajpat Nagar Police Station,Fog,Morning,No
Fraud,28.786341,77.177623,2022-01-11,08:33,3,Car theft,21,Rohini North Police Station,Fog,Morning,Yes
Murder,28.443794,77.02495,2023-12-11,17:21,3,Public intoxication,27,Lajpat Nagar Police Station,Rain,Evening,No
Assault,28.502662,77.057628,2022-07-06,18:32,1,Domestic violence,46,Lajpat Nagar Police Station,Fog,Evening,No
Harassment,28.793675,77.273136,2021-01-02,09:24,1,Domestic violence,48,Vasant Kunj Police Station,Fog,Morning,Yes
Burglary,28.52852,77.266077,2021-06-16,13:30,4,Chain snatching,18,Kashmere Gate Police Station,Haze,Afternoon,Yes
Robbery,28.538355,77.050378,2024-01-02,21:58,3,Shoplifting,30,Dwarka Sector 10 Police Station,Haze,Night,Yes
Assault,28.719019,77.070468,2021-06-14,01:13,5,Stolen bike,37,Rohini North Police Station,Cloudy,Night,No
Fraud,28.410676,76.973573,2021-01-28,14:53,4,Car theft,48,Kashmere Gate Police Station,Cloudy,Afternoon,No
Vandalism,28.539676,76.843622,2022-12-20,07:59,1,Cyber fraud,43,Kashmere Gate Police Station,Clear,Morning,Yes
Vandalism,28.553289,77.279775,2023-01-22,19:19,4,Car theft,52,Lajpat Nagar Police Station,Rain,Evening,Yes
Assault,28.533815,76.877636,2023-02-24,20:51,2,Public intoxication,18,Lajpat Nagar Police Station,Haze,Night,Yes
Murder,28.77078,77.200652,2021-07-16,20:04,1,Domestic violence,60,Rohini North Police Station,Rain,Night,Yes
Vandalism,28.750758,77.127866,2020-03-27,08:29,3,Shoplifting,53,Lajpat Nagar Police Station,Clear,Morning,No
Burglary,28.525397,76.83869,2020-08-21,09:24,2,Cyber fraud,54,Vasant Kunj Police Station,Cloudy,Morning,Yes
Burglary,28.555629,77.133438,2021-07-24,08:05,1,Street robbery,42,Connaught Place Police Station,Rain,Morning,Yes
Murder,28.599304,77.107184,2021-06-12,16:53,4,Domestic violence,21,Vasant Kunj Police Station,Clear,Afternoon,Yes
Fraud,28.623075,77.068539,2020-11-19,22:00,2,Street robbery,31,Kashmere Gate Police Station,Fog,Night,Yes
